postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
"2205","313","2857","10.5","1255","860","395","0","299","14","0","51277","328,171","66.3"
"2206","682","6409","10.4","2399","2032","367","0","665","17","0","77160","493,826","99.4"
"2207","852","8629","9.5","3110","2369","740","0","822","30","0","103471","662,214","133.4"
"2208","489","4186","11.2","2356","1382","975","0","467","22","0","81756","523,237","106.6"
"2209","668","4776","13.8","2039","1872","167","0","661","7","0","58335","373,346","75.2"
"2210","1316","9114","13.9","4959","3744","1216","0","1268","48","0","139690","894,015","181.3"
"2211","721","6082","11.1","3703","2097","1368","238","674","46","1","107205","686,111","139.6"
"2212","677","5538","11.5","3487","2038","1224","225","637","39","1","115524","739,354","150.7"
"2213","1028","7862","12.7","3894","3341","378","176","999","28","1","91690","586,814","118"
"2214","303","1355","20.7","1718","999","719","0","280","23","0","57880","370,433","76"
"2216","478","4728","9.7","1798","1460","338","0","460","18","0","81072","518,858","104.7"
"2217","561","5350","9.9","2906","1728","851","327","528","32","1","93017","595,312","119.9"
"2218","336","2706","12.0","1135","941","193","0","325","11","0","47657","305,004","61.6"
"2219","406","4254","9.0","1724","1282","442","0","384","22","0","52476","335,849","67.6"
"2220","682","5157","12.7","2458","1865","593","0","654","28","0","83918","537,074","108.2"
"2221","563","5171","10.1","2384","1754","629","0","524","39","0","70712","452,556","91.1"
"2222","298","2659","11.0","975","852","123","0","292","6","0","37894","242,524","48.9"
"2223","774","5816","12.6","3608","2307","749","552","733","39","2","84747","542,384","109.6"
"2224","496","4821","9.6","2250","1738","513","0","462","34","0","63907","409,004","82.4"
"2225","226","1810","11.7","921","748","174","0","212","14","0","26594","170,199","34.3"
"2226","626","4114","14.9","2199","2049","150","0","615","11","0","51240","327,934","66.1"
"2227","500","4578","10.5","1998","1665","333","0","479","21","0","62180","397,954","80.1"
"2228","566","5328","10.1","2206","1732","474","0","537","29","0","87711","561,353","113.3"
"2229","972","9104","9.8","5027","3337","1691","0","896","76","0","183382","1,173,644","238"
"2230","931","6251","14.1","4133","3276","857","0","879","52","0","110095","704,608","141.9"
"2231","158","774","18.7","755","529","225","0","145","13","0","42831","274,121","56.4"
"2232","1294","8927","13.9","5197","4151","1046","0","1237","57","0","149305","955,550","193.2"
"2233","1573","9291","16.4","5869","4983","886","0","1522","51","0","131595","842,210","169.3"
"2234","1798","10065","17.2","8174","6427","1194","554","1733","63","2","158213","1,012,561","203.7"
"2250","4877","23908","19.1","23990","14585","8429","976","4555","320","2","557911","3,570,631","725.1"
"2251","2325","13875","16.3","8131","7244","887","0","2265","60","0","181845","1,163,810","235.4"
"2256","1077","7964","13.2","3953","3198","755","0","1052","25","0","90004","576,025","116.6"
"2257","1861","13952","13.0","6887","6052","835","0","1815","46","0","161887","1,036,078","209.4"
"2258","407","1947","19.1","2251","1439","602","209","371","35","1","56863","363,923","73.9"
"2259","6164","23893","24.8","24906","20302","4303","301","5930","233","1","476017","3,046,510","617.5"
"2260","1511","8638","16.7","6070","5041","1029","0","1440","71","0","133860","856,701","173.1"
"2261","3194","22165","14.0","11999","10280","1718","0","3100","94","0","312109","1,997,496","404.9"
"2262","1741","8669","19.7","6445","5619","826","0","1707","34","0","120407","770,607","155.9"
"2263","2004","9821","19.8","10494","5847","1181","3466","1947","54","3","143004","915,224","185.5"
"2264","1716","6727","24.5","6661","5577","1084","0","1650","66","0","129842","830,991","168.3"
"2265","808","2464","31.2","3522","2678","843","0","769","39","0","55522","355,339","72.2"
"2267","273","1328","20.1","1064","844","219","0","267","6","0","19220","123,010","25"
"2278","282","910","30.5","1124","1075","49","0","278","4","0","19792","126,666","25.8"
"2280","2069","10661","19.0","7273","6761","512","0","2028","41","0","151050","966,720","202.8"
"2281","1194","5849","19.8","4706","4089","617","0","1160","34","0","89649","573,755","120.5"
"2282","1293","5814","21.3","5004","4125","878","0","1240","53","0","95903","613,777","128.8"
"2283","2248","9815","22.2","8434","7464","971","0","2180","68","0","146867","939,946","191.2"
"2284","1063","4446","23.0","4722","3601","786","336","1022","39","2","71847","459,822","96.8"
"2285","2589","12654","19.7","11093","8651","2442","0","2487","102","0","217712","1,393,359","294.3"
"2286","382","1662","22.2","1650","1419","232","0","369","13","0","25064","160,409","32.6"
"2287","2938","14657","19.4","11146","9554","1592","0","2849","89","0","199006","1,273,641","267.8"
"2289","1137","7384","15.0","5617","3493","557","1567","1104","32","1","106134","679,257","142.7"
"2290","2230","13695","15.8","8862","6956","1906","0","2162","68","0","206079","1,318,905","277.9"
"2291","775","4979","14.9","2921","2436","486","0","743","32","0","64189","410,811","86.3"
"2292","161","1089","12.9","839","470","368","0","141","20","0","38185","244,383","51.8"
"2293","128","1298","8.6","730","334","396","0","112","16","0","25212","161,357","34.3"
"2294","88","889","8.8","548","220","328","0","78","10","0","26243","167,953","35.6"
"2295","502","3240","15.2","1708","1583","125","0","493","9","0","46012","294,474","61.8"
"2296","119","927","12.0","397","269","127","0","111","8","0","12260","78,463","16.6"
"2297","133","680","19.0","379","326","53","0","129","4","0","15376","98,408","20.8"
"2298","487","3630","13.1","1676","1384","292","0","476","11","0","51469","329,401","69.3"
"2299","633","4222","14.4","2340","1896","444","0","610","23","0","59956","383,721","80.8"
"2300","365","2435","13.9","1835","1042","794","0","338","27","0","47379","303,228","63.6"
"2302","16","15","","392","13","379","0","3","13","0","14450","92,479","19.4"
"2303","556","3583","14.9","2147","1633","513","0","534","22","0","49388","316,085","66.3"
"2304","989","6468","14.4","4833","2763","1768","303","929","59","1","182113","1,165,520","247.2"
"2305","809","5078","15.6","2765","2458","307","0","792","17","0","70992","454,346","95.4"
"2306","55","1444","3.7","288","176","113","0","53","2","0","11798","75,509","15.9"
"2307","258","1756","14.4","841","775","66","0","253","5","0","21109","135,095","28.4"
"2311","128","453","24.9","669","450","219","0","113","15","0","17682","113,167","22.9"
"2312","194","615","29.3","841","620","221","0","180","14","0","17635","112,862","23.8"
"2315","1403","7877","17.6","4617","4196","421","0","1383","20","0","105188","673,201","141.3"
"2316","706","2875","23.8","2875","2316","390","169","683","22","1","53384","341,658","71.6"
"2317","686","3067","21.3","3128","2203","760","165","652","33","1","51203","327,701","68.9"
"2318","1404","4668","28.0","6529","5076","1453","0","1308","96","0","130634","836,056","176.5"
"2319","742","3141","23.3","2584","2385","199","0","732","10","0","42032","269,003","56.5"
"2320","3181","14656","19.8","18703","11876","6377","450","2905","274","2","346089","2,214,972","450.2"
"2321","1611","6084","24.7","7535","6096","1438","0","1503","108","0","131331","840,519","176.3"
"2322","2140","7640","26.2","10395","7048","3347","0","2003","137","0","250328","1,602,100","341"
"2323","2216","10504","20.3","11074","7697","1460","1917","2131","84","1","178665","1,143,457","232.2"
"2324","3035","11621","25.1","12015","9681","2204","130","2919","115","1","223535","1,430,626","300.9"
"2325","2637","12133","20.5","12188","9502","2686","0","2491","146","0","226411","1,449,028","294.3"
"2326","773","2986","24.7","3457","2876","581","0","738","35","0","68391","437,703","88.9"
"2327","639","3168","19.3","3068","2194","874","0","610","29","0","56938","364,401","74.4"
"2328","219","1105","17.6","1196","756","440","0","195","24","0","41877","268,014","56.5"
"2329","233","1014","19.6","1375","815","560","0","199","34","0","44405","284,192","59.8"
"2330","1954","8132","21.7","11302","7271","3394","638","1767","185","2","235016","1,504,103","305"
"2333","975","6645","13.5","5513","3755","1559","200","895","79","1","174109","1,114,300","236.3"
"2334","280","1127","23.7","1264","1084","181","0","267","13","0","20007","128,043","26"
"2335","700","2443","26.4","3552","2783","769","0","645","55","0","62252","398,411","80.8"
"2336","266","1117","21.7","1523","1018","505","0","242","24","0","34610","221,501","46.7"
"2337","689","3272","18.3","4412","2653","1760","0","599","90","0","118285","757,021","159.6"
"2338","174","751","21.6","895","629","267","0","162","12","0","25223","161,427","34"
